Nome,DirectX,Best_Resolution_transformed,Boost_Clock_values,Core_Speed_val,DVI_Connection_val,Dedicated_bin,DisplayPort_Connection_val,HDMI_Connection_val,Integrated_bin,L2_Cache_transf,Max_Power_val,Memory_val,Memory_Bandwidth_val,Memory_Bus_val,Memory_Speed_val,DDR,DDR2,DDR3,DDR4,GDDR2,GDDR3,GDDR4,GDDR5,GDDR5X,HBM-1,HBM-2,eDRAM,Notebook_GPU_val,PSU_watts,PSU_amps,Pixel_Rate_val,Power_Connector_val,Process_val,2048x1536,2560x1600,4096x2160,4096x2304,5120x2880,5120x3200,7680x4320,disposable,SLI_Crossfire_val,Shader_val,TMUs_val,Texture_Rate_val,VGA_Connection_val
PDIBZLVUAYD7I61IOUBHWBH3EAZFH83JYA2WL,12,14,1733,1607,1,1.0,3.0,1.0,0.0,22,180,23,320.3,8,1251,0,0,0,0,0,0,0,0,1,0,0,0,0,500,33,111,4,16,0,0,0,0,0,0,1,0,1.0,5.0,160,277,0
NQMGYMT2WX8KVVF91FI9HVDQV4Z56RCVXV5P3BKRMUYH7FZJ5,12,12,1080,1030,2,1.0,0.0,1.0,0.0,10,180,17,179.2,8,1400,0,0,0,0,0,0,0,1,0,0,0,0,0,500,0,35,1,28,0,0,1,0,0,0,0,0,1.0,5.0,80,86,0
U86DPAW3E53GOQDYNR45K12,12,15,1216,1126,1,1.0,0.0,1.0,0.0,30,350,23,448.8,8,1753,0,0,0,0,0,0,0,1,0,0,0,0,0,750,42,156,1,28,0,0,1,0,0,0,0,0,1.0,5.0,128,311,0
2Z6TAXW1KKJRR5GOXJKNZI7F34EVRY6V80D8M13YJZ3QK1OBK07BFLP3H6E,12,12,0,1030,2,1.0,1.0,1.0,0.0,13,190,20,182.4,8,1425,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,33,5,28,0,0,1,0,0,0,0,0,1.0,5.0,128,132,0
DZO6EBWMYUUO8TR0SOOI3TT3REI2WVEJ,12,12,0,980,2,1.0,0.0,1.0,0.0,13,190,17,0.0,8,1375,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,31,5,28,0,0,1,0,0,0,0,0,1.0,5.0,112,110,0
5WHH4GIBIZ0UTH6BBGT2UJTPEB5LODQB4O10YY,12,12,1317,1127,2,1.0,3.0,1.0,0.0,15,100,17,106.4,5,1663,0,0,0,0,0,0,0,1,0,0,0,0,0,350,23,42,2,28,0,0,0,0,0,1,0,0,1.0,5.0,48,63,0
TKK0A5TSKFG9PWOH0B9VQODYGEVET,10,0,0,0,0,1.0,0.0,0.0,0.0,1,29,8,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4.1,-1,-1,-1
EC2MHOSK60Y4GYN8HWOCD8TE2E5Q2AM8O99SC,12,8,0,931,2,1.0,0.0,1.0,0.0,10,150,12,128.3,8,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,450,30,30,5,40,0,1,0,0,0,0,0,0,1.0,5.0,56,52,0
C70DQW4L1E1R06,11,0,0,0,0,0.0,0.0,0.0,1.0,1,25,0,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,28,0,0,0,0,0,0,0,0,0.0,5.0,8,5,-1
R3MC6LOQQ724DNCKH6D4JBHPONAH1J03YCN2YGIHS0709V,12,14,1683,1506,1,1.0,3.0,1.0,0.0,22,150,23,256.3,8,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,108,4,16,0,0,0,0,0,0,1,0,1.0,5.0,120,202,0
9JMVZM708NT1NNIGHVSKH9V15MLYS0R5,12,13,1178,1050,2,1.0,0.0,1.0,0.0,21,148,20,224.4,8,1753,0,0,0,0,0,0,0,1,0,0,0,0,0,500,30,66,5,28,0,0,0,0,0,1,0,0,1.0,5.0,104,123,0
TWJ8KXXOT7C95J7QENRBH22HF4YF1GUHNSSYC6Y2TYQCKFG,12,12,1150,1085,2,1.0,0.0,1.0,0.0,10,170,17,192.3,8,1502,0,0,0,0,0,0,0,1,0,0,0,0,0,500,30,37,1,28,0,0,1,0,0,0,0,0,1.0,5.0,96,110,0
O4UFSIXJ4MZ72LSZR2,10,6,0,750,1,1.0,0.0,1.0,0.0,1,59,12,25.6,5,800,0,0,0,0,0,1,0,0,0,0,0,0,0,400,29,6,1,55,0,1,0,0,0,0,0,0,1.0,4.1,32,24,1
AXJ4QBRKIRGDTKGJ4A3R0909PUGLZ1V4P,12,14,1860,1657,1,1.0,3.0,1.0,0.0,22,150,23,256.3,8,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,119,3,16,0,0,0,0,0,0,1,0,1.0,5.0,120,223,0
YLCMDZN6OJQP0X,11,0,400,0,0,0.0,0.0,0.0,1.0,1,8,0,17.1,5,533,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,28,0,0,0,0,0,0,0,0,0.0,5.0,8,3,-1
6NE21NUXH6PC4Y34HNOLZ8UDWF2TW4B9NR,12,12,1124,1072,2,1.0,0.0,1.0,0.0,10,0,17,224.4,8,1753,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,1,28,0,0,1,0,0,0,0,0,1.0,5.0,128,144,0
JMU1CLVG42LQI3W9C94AQIU1TTRAG3MFRVRUSQVO4CN,12,12,1163,1097,2,1.0,0.0,1.0,0.0,10,195,17,198.7,8,1552,0,0,0,0,0,0,0,1,0,0,0,0,0,550,38,37,1,28,0,0,1,0,0,0,0,0,1.0,5.0,128,149,0
WMHPHG4LOQOJQTPNT,10,0,0,0,1,1.0,0.0,1.0,0.0,1,31,8,6.4,2,400,0,1,0,0,0,0,0,0,0,0,0,0,0,300,18,2,1,40,0,1,0,0,0,0,0,0,0.0,4.1,8,5,1
WYNWMLKKR3V5Q,11,0,0,0,0,1.0,0.0,0.0,0.0,1,30,12,57.6,5,900,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,-1,-1,-1
GLCU07SX5DQ61PDI,10,0,0,0,0,1.0,0.0,0.0,0.0,1,65,8,51.2,8,800,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,65,0,1,0,0,0,0,0,0,1.0,4.0,-1,-1,-1
PMHGVERYYNTL6GZXJKO9GUXBFTT6LMT2,12,8,0,810,1,1.0,0.0,1.0,0.0,6,65,12,51.2,5,800,0,0,0,0,0,0,0,1,0,0,0,0,0,300,20,3,1,40,0,1,0,0,0,0,0,0,0.0,5.0,16,13,1
3F8E0X7EXUZ4RV24K5KTFIF9T4XDXG8WX59,12,6,1100,1050,1,1.0,0.0,1.0,0.0,10,65,17,28.8,5,900,0,0,1,0,0,0,0,0,0,0,0,0,0,400,18,9,1,28,0,1,0,0,0,0,0,0,0.0,5.0,24,26,1
R4P3R1YD95PI0IDEJWPCSEDJWQ4N8ODWWP9UT,12,12,0,900,1,1.0,0.0,1.0,0.0,13,0,19,0.0,11,1375,0,0,0,0,0,0,0,1,0,0,0,0,0,500,0,29,1,28,0,0,1,0,0,0,0,0,1.0,5.0,112,101,0
HYM681GD3DAQ798C4S911XRYUP1SBI6CVGP,11,11,0,860,2,1.0,0.0,1.0,0.0,10,0,12,140.8,8,1100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,1,40,0,1,0,0,0,0,0,0,1.0,5.0,48,41,0
R2PR3KVEL1P7T5F2V3YEQ8Q,11,6,0,650,0,1.0,0.0,0.0,0.0,6,26,12,25.6,5,800,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,40,0,1,0,0,0,0,0,0,0.0,5.0,20,13,-1
LNRYJELMRUL0ADNYLNGUERUN3TIE3UR824LX0V9,12,8,0,1100,2,1.0,0.0,1.0,0.0,10,115,17,102.4,5,1600,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,18,2,28,0,0,1,0,0,0,0,0,1.0,5.0,56,62,0
S7LZ8AN9Q7MX43LHC7008DMCTE7K60,12,0,1266,1120,1,1.0,2.0,2.0,0.0,22,150,20,0.0,8,1750,0,0,0,0,0,0,0,1,0,0,0,0,0,450,30,41,2,14,0,0,1,0,0,0,0,0,0.0,0.0,144,182,0
N65BDUTIQ20L76UOD8EESPKIKXN04ZWZAFN11MZ,12,13,1266,1120,1,1.0,3.0,1.0,0.0,22,150,23,0.0,8,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,41,4,14,0,0,0,0,0,0,1,0,0.0,5.0,144,182,0
7SGEVJMTJOKISHP27WQ,12,12,1032,980,4,1.0,0.0,2.0,0.0,16,350,20,384.5,8,1502,0,0,0,0,0,0,0,1,0,0,0,0,0,750,0,66,1,28,0,0,1,0,0,0,0,0,1.0,5.0,96,198,0
Z0KREZZXKRNNI6POZZ2RN0G414GZOP,11,8,0,850,1,1.0,0.0,1.0,0.0,6,0,12,76.8,5,1200,0,0,0,0,0,0,0,1,0,0,0,0,0,450,0,14,1,40,0,1,0,0,0,0,0,0,1.0,5.0,40,34,0
NPT31RMRXWH7X,10,0,0,0,0,0.0,0.0,0.0,1.0,1,12,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,4.0,-1,-1,-1
KSFLPMM5BLVU2I,10,0,0,650,2,1.0,0.0,0.0,0.0,1,105,12,57.6,8,900,0,0,0,0,0,1,0,0,0,0,0,0,0,400,33,10,1,55,0,1,0,0,0,0,0,0,1.0,4.0,32,21,0
KX0VZAWFHPJWM6VXPUDNNCB8LOOQN,10,3,0,0,2,1.0,0.0,0.0,0.0,1,50,5,35.2,5,1100,0,0,0,0,0,0,1,0,0,0,0,0,0,400,26,3,1,65,0,1,0,0,0,0,0,0,1.0,4.0,8,6,0
41SBEK26FHIKIJ5R3W5K7KW,8,0,0,0,0,1.0,0.0,0.0,0.0,1,0,3,0.0,5,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,1.4,-1,-1,-1
34X94YLPGGJG9JQBGV6YWIRZ28TP18IDPXHY,11,6,896,311,0,0.0,0.0,0.0,1.0,15,10,0,21.3,5,667,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,22,0,1,0,0,0,0,0,0,0.0,5.0,2,2,-1
PF3E1YZ9IIZ7XWX3Q2DWTIRZJQT61KR8O0YPE,12,8,1050,1000,1,1.0,0.0,1.0,0.0,10,65,12,73.6,5,1150,0,0,0,0,0,0,0,1,0,0,0,0,0,400,29,8,2,28,0,1,0,0,0,0,0,0,0.0,5.0,24,25,1
OQ19DN8JG8FHFU,12,14,1000,950,1,1.0,0.0,0.0,0.0,20,375,22,0.0,11,1500,0,0,0,0,0,0,0,1,0,0,0,0,0,750,50,64,7,28,0,1,0,0,0,0,0,0,1.0,5.0,128,256,0
SHO56T8IDGFXAQ36,10,0,0,0,0,1.0,0.0,0.0,0.0,1,11,5,9.6,2,600,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,80,0,1,0,0,0,0,0,0,0.0,4.0,-1,-1,-1
UM9RTZLJ9EOXQ5K1URKME723WBAD3E,12,13,1366,0,1,1.0,2.0,2.0,0.0,2,150,23,0.0,5,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,44,4,14,0,0,1,0,0,0,0,0,1.0,5.0,72,197,0
C4LTQQG0LPNM,10,0,0,0,2,1.0,0.0,0.0,0.0,1,0,5,0.0,5,500,0,0,0,0,0,1,0,0,0,0,0,0,0,350,0,0,1,0,1,0,0,0,0,0,0,0,0.0,4.0,-1,-1,-1
AFDFLXVSI987,8,0,0,0,0,0.0,0.0,0.0,1.0,1,6,0,1.1,2,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,0
1XS2X5SGP2,10,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0,8.5,2,533,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4.0,-1,-1,-1
37GY5BL9ZX6ZEPG0C4N8ZPRJSQ62IEG4GDD61MPZ,12,16,1582,1480,2,1.0,3.0,1.0,0.0,28,220,25,484.4,3,1376,0,0,0,0,0,0,0,0,1,0,0,0,0,600,42,139,1,16,0,0,0,0,0,0,1,0,1.0,5.0,56,354,0
3A0HT8O2AQ0CEKO3N070PJEYN1PD7ZPUUVUCPM37Z,12,13,1253,1114,2,1.0,0.0,1.0,0.0,21,225,20,224.4,8,1753,0,0,0,0,0,0,0,1,0,0,0,0,0,500,30,70,5,28,0,0,0,0,0,1,0,0,1.0,5.0,104,130,0
SL44H6M538E1BNJJR2FQP60R4S1NVQVWA5K,12,12,1190,1026,1,1.0,3.0,1.0,0.0,15,75,17,105.8,5,1653,0,0,0,0,0,0,0,1,0,0,0,0,0,350,23,38,1,28,0,0,0,0,0,1,0,0,1.0,5.0,48,57,0
RH276NBXGSJXKK1ANL20AZ,9,0,0,0,2,1.0,0.0,0.0,0.0,1,75,5,42.2,8,660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,3.0,-1,-1,0
3L18N8JINVZYSBVTWAVC66CT3RCHPJL,12,13,0,980,2,1.0,0.0,1.0,0.0,15,250,20,0.0,13,1250,0,0,0,0,0,0,0,1,0,0,0,0,0,750,0,63,1,28,0,0,1,0,0,0,0,0,1.0,5.0,160,157,0
N1AUQ0385DQ4N902SC8JDO0PZB5VM,11,6,1100,200,0,0.0,0.0,0.0,1.0,15,15,0,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,22,0,1,0,0,0,0,0,0,0.0,5.0,8,9,-1
7O286RV332AQ5,12,0,0,654,0,1.0,0.0,0.0,0.0,10,75,17,89.6,8,700,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,28,0,0,1,0,0,0,0,0,0.0,5.0,-1,-1,-1
RJFDPP8S6MOW58QUQ9OX2TSEASY6VZECLDLMFQ156LJGS,12,12,1771,0,2,1.0,1.0,1.0,0.0,1,120,19,192.2,7,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,400,27,85,2,16,0,0,0,0,0,0,1,0,0.0,5.0,72,128,0
TZJJUGV039XV0VPW,10,0,0,0,0,1.0,0.0,0.0,0.0,1,23,12,25.6,5,800,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,4.0,-1,-1,-1
9QP0Q0YOZQHKYTYOWVX84SUAVIKXQV9FLIKN,12,12,0,1030,2,1.0,0.0,1.0,0.0,10,0,17,153.6,8,1200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,1,28,0,0,1,0,0,0,0,0,1.0,5.0,80,82,0
9HL4XIPRNPSUMUCN,10,0,0,513,2,1.0,0.0,0.0,0.0,1,143,6,63.4,9,792,0,0,0,0,0,1,0,0,0,0,0,0,0,400,28,10,1,90,0,1,0,0,0,0,0,0,1.0,4.0,24,12,0
ZRRUHUNTA9AEBO5IIB5YC2HZHATKH2JQIFV,12,16,1582,1480,2,1.0,3.0,1.0,0.0,26,220,25,484.4,10,1376,0,0,0,0,0,0,0,0,1,0,0,0,0,600,42,139,3,16,0,0,0,0,0,0,1,0,0.0,5.0,224,354,0
9ZTUT9508B5543VWPNJ2NBKU6E8EQ612K0SOJM,12,8,0,1202,2,1.0,0.0,0.0,0.0,6,64,12,0.0,5,1250,0,0,0,0,0,0,0,1,0,0,0,0,0,400,20,19,1,28,0,0,1,0,0,0,0,0,0.0,5.0,32,38,0
9LU23Q00PMDXUVP6E,10,3,0,0,2,1.0,0.0,0.0,0.0,1,45,5,22.4,5,700,0,0,0,0,0,1,0,0,0,0,0,0,0,400,25,3,1,65,0,1,0,0,0,0,0,0,1.0,4.0,8,6,0
V0INU4DGVNUWJ60KVWD2YW5VIGB,12,13,1340,0,1,1.0,2.0,2.0,0.0,2,150,20,0.0,5,1750,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,43,4,14,0,0,1,0,0,0,0,0,1.0,5.0,72,193,0
S326D1YKTSSTTRADP,12,8,0,810,1,1.0,0.0,1.0,0.0,6,65,12,51.2,5,800,0,0,0,0,0,0,0,1,0,0,0,0,0,300,22,3,1,40,0,0,1,0,0,0,0,0,0.0,5.0,16,13,1
6WLG5TN35K1QL1CQUWNP21DWRHQ9412F8DS9A6FSXOLUSPCKUCNA7DMS,12,12,0,990,2,1.0,1.0,1.0,0.0,13,190,20,182.4,8,1425,0,0,0,0,0,0,0,1,0,0,0,0,0,650,43,32,5,28,0,0,1,0,0,0,0,0,1.0,5.0,128,127,0
423DS3D0ZL7V0RBVO4A6TK5OQ65F7WSA7S0EUJ,12,13,1317,1216,1,1.0,0.0,1.0,0.0,22,165,20,224.4,8,1753,0,0,0,0,0,0,0,1,0,0,0,0,0,500,42,84,7,28,0,0,0,0,0,1,0,0,1.0,5.0,128,169,0
LHE5QOJ4IUAUWROP1ME0VTBZUH1BLE3MQTW8,12,8,1287,1175,0,1.0,1.0,1.0,0.0,15,80,17,0.0,5,1750,0,0,0,0,0,0,0,1,0,0,0,0,0,450,0,21,1,14,0,0,0,0,1,0,0,0,0.0,0.0,64,82,0
7X2JI5NBFYMWCRQU,11,0,0,0,0,1.0,0.0,0.0,0.0,1,0,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,5.0,-1,-1,-1
X6D2GBERUS,10,3,1350,850,0,0.0,0.0,0.0,1.0,15,95,0,21.3,5,667,0,0,1,0,0,0,0,0,0,0,0,0,0,300,22,1,1,32,0,1,0,0,0,0,0,0,0.0,4.1,1,1,1
RDQNINRSGGEHQ19PH0ZX2XCQ2ZSB7DYA8JUL87,12,12,925,900,1,1.0,0.0,1.0,0.0,10,150,17,179.2,8,1400,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,30,5,28,0,0,1,0,0,0,0,0,1.0,5.0,80,74,0
LLZ1B2RMGC4ENFBYD4VI30KX07Y9JMH7HPBW5OTTZ3AD3YOKK,12,8,0,1160,2,1.0,1.0,1.0,0.0,10,115,17,105.6,5,1650,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,19,2,28,0,0,1,0,0,0,0,0,1.0,5.0,56,65,0
Y73YGC0CHI7RAUS9NDYD7UZM9QHV,10,0,0,0,0,0.0,0.0,0.0,1.0,1,14,0,10.7,5,333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,-1,-1,-1
W5T13X9UCJSG3XV5Z2JMO,9,0,0,0,0,1.0,0.0,0.0,0.0,1,0,5,0.0,5,470,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3.0,-1,-1,-1
5S3KSDZDAJUAXBL7TWFO29BV0JT1EWW863A3WX7U5C,12,12,1110,1032,2,1.0,1.0,1.0,0.0,8,150,17,144.2,7,1502,0,0,0,0,0,0,0,1,0,0,0,0,0,450,33,27,5,28,0,0,1,0,0,0,0,0,1.0,5.0,112,124,0
EOHRL9N2VD577EL700S25QFYRQ0QQG2CDR0X4Y9DEAKAPHFGJ9RDO4U6NT2,12,13,1085,1046,2,1.0,0.0,1.0,0.0,19,265,19,297.6,11,1550,0,0,0,0,0,0,0,1,0,0,0,0,0,600,42,52,1,28,0,0,1,0,0,0,0,0,1.0,5.0,192,208,0
0HJJ67XXK2OQ6E6F62NR65NZGPKFAQ0CJBB3MCGE,11,6,0,0,1,1.0,0.0,1.0,0.0,1,64,12,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,0,400,26,6,1,40,0,1,0,0,0,0,0,0,1.0,5.0,20,16,1
7SGYLWXH5QU64CR7YIEYIQJ2HNWYTDBHM2SUEL0ZXUALBX4OB5UBUM,12,8,0,900,2,1.0,0.0,1.0,0.0,10,176,12,131.3,8,1026,0,0,0,0,0,0,0,1,0,0,0,0,0,450,30,29,5,40,0,1,0,0,0,0,0,0,1.0,5.0,56,50,0
1C1EJKZA29S5P,12,6,950,300,0,0.0,0.0,0.0,1.0,10,15,0,34.1,5,1067,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,14,0,0,0,1,0,0,0,0,0.0,5.0,8,8,-1
XWZG802XIXM9X1GT2VQX429U8UCZQ712S828KHCD4G8Z,12,12,1124,1059,2,1.0,0.0,1.0,0.0,10,170,17,192.3,8,1502,0,0,0,0,0,0,0,1,0,0,0,0,0,500,37,36,2,28,0,0,1,0,0,0,0,0,1.0,5.0,96,108,0
0VRNFJFO0N6NUTHNCKBZIRR0QSTFTT07YA3M3Z,12,8,0,1033,2,1.0,0.0,1.0,0.0,6,150,12,86.4,5,1350,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,1,28,0,0,1,0,0,0,0,0,0.0,5.0,64,66,0
JTL2W49EUN1JKF0Z,12,12,797,771,0,1.0,0.0,0.0,0.0,10,122,20,0.0,8,1250,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,26,0,28,0,0,1,0,0,0,0,0,1.0,5.0,128,102,-1
