Nome,Best_Resolution_transformed,Boost_Clock_values,Core_Speed_val,DVI_Connection_val,Dedicated_bin,DisplayPort_Connection_val,HDMI_Connection_val,Integrated_bin,L2_Cache_transf,Max_Power_val,Memory_val,Memory_Bandwidth_val,Memory_Bus_val,Memory_Speed_val,DDR,DDR2,DDR3,DDR4,GDDR2,GDDR3,GDDR4,GDDR5,GDDR5X,HBM-1,HBM-2,eDRAM,Notebook_GPU_val,PSU_watts,PSU_amps,Pixel_Rate_val,Power_Connector_val,Process_val,2048x1536,2560x1600,4096x2160,4096x2304,5120x2880,5120x3200,7680x4320,disposable,SLI_Crossfire_val,Shader_val,TMUs_val,Texture_Rate_val,VGA_Connection_val
8YX63H1LUJ1PIR6INPKXCG827NIRW1H,0,0,0,0,1.0,0.0,0.0,0.0,1,0,0,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,5.0,-1,-1,-1
U8LRJNR9T03XP79,0,0,0,2,1.0,0.0,0.0,0.0,1,0,4,4.4,5,275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,150,0,0,0,0,0,0,0,0,0.0,1.3,8,2,0
Q0Q169K771PATU0SA,0,0,0,0,1.0,0.0,0.0,0.0,1,4,3,2.7,5,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,2
T5CBZ7ID6M7Y7SN4UGKGU48HCMI8DCUF708B67,12,0,765,2,1.0,0.0,0.0,0.0,10,151,12,0.0,8,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,500,40,24,5,40,0,1,0,0,0,0,0,0,1.0,5.0,72,55,0
4NHD81GK2DDK5TQCFXZZYMJ5F0110CZNA7SADZDT5FNQTDY1SUYSD09,8,0,700,1,1.0,0.0,1.0,0.0,6,86,12,73.6,5,1150,0,0,0,0,0,0,0,1,0,0,0,0,0,450,30,11,2,40,0,1,0,0,0,0,0,0,1.0,5.0,36,25,1
PD1DF9JZALFK,0,0,0,2,1.0,0.0,0.0,0.0,1,0,4,6.4,2,400,0,1,0,0,0,0,0,0,0,0,0,0,0,300,0,0,1,0,1,0,0,0,0,0,0,0,0.0,3.0,-1,-1,2
BL7DXD3MXOCP9FK0F4IO54PQ8CWRV7,3,0,0,0,0.0,0.0,0.0,1.0,1,0,0,12.8,2,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0.0,5.0,1,1,0
UQ41CTHZTXMUVIOXR9VCZO433V2ELJIUBK7WKMJKUBY,14,0,1100,2,1.0,1.0,1.0,0.0,15,275,23,390.4,13,1525,0,0,0,0,0,0,0,1,0,0,0,0,0,750,50,70,3,28,0,0,1,0,0,0,0,0,1.0,5.0,176,194,0
FEN33EK9G1KA9F1WD8752ZRH9,6,1200,200,0,0.0,0.0,0.0,1.0,10,28,0,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,22,0,1,0,0,0,0,0,0,0.0,5.0,8,10,-1
FROJ5O14UU8RMYK,0,0,0,1,1.0,0.0,0.0,0.0,1,0,5,0.0,5,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,2.0,-1,-1,1
Z5BLZGYCV7OZAUZ7ZWD5VMDKOR1M63BGAIW1OXP643C6,8,0,625,2,1.0,0.0,0.0,0.0,1,171,11,123.2,12,1100,0,0,0,0,0,1,0,0,0,0,0,0,0,550,40,18,5,55,0,1,0,0,0,0,0,0,1.0,4.0,72,45,0
LVZ0RHBFA11KNLE,3,0,800,0,1.0,0.0,0.0,0.0,5,11,12,12.8,2,800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,40,0,1,0,0,0,0,0,0,0.0,5.0,8,6,-1
30SETM3AD7674ZR0TSQJZ08OG2EUVPBUT98R4,3,896,0,0,0.0,0.0,0.0,1.0,22,10,0,21.3,5,667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,0,1,0,0,0,0,0,0,0.0,5.0,1,1,0
PH2GDAZ2LE0V04V,0,0,0,0,1.0,0.0,0.0,0.0,1,10,8,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,-1,-1,-1
EZ87HOS50PFXPY,8,0,810,1,1.0,0.0,1.0,0.0,6,65,8,51.2,5,800,0,0,0,0,0,0,0,1,0,0,0,0,0,300,20,3,1,40,0,1,0,0,0,0,0,0,0.0,5.0,16,13,1
E6J2J4YKSCW9WB79F1EHT5L6UP7ZS9TU7RV8BJHCR11IR3,14,1911,1771,1,1.0,3.0,1.0,0.0,22,250,23,345.6,8,1350,0,0,0,0,0,0,0,0,1,0,0,0,0,500,33,122,7,16,0,0,0,0,0,0,1,0,1.0,5.0,160,306,0
PD8RAM1J9QPGGIV,0,0,0,0,1.0,0.0,0.0,0.0,1,0,2,0.0,1,200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,-1
RRGFMP07KABNCG2Y4XRO9X,7,0,513,2,1.0,0.0,0.0,0.0,1,143,9,63.4,9,792,0,0,0,0,0,1,0,0,0,0,0,0,0,400,26,10,1,90,0,1,0,0,0,0,0,0,1.0,4.0,24,12,0
WTNS51BY5L9CIV,0,0,0,0,1.0,0.0,0.0,0.0,1,0,3,3.7,5,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,0
Q4PZNJ6PRJJ3U721GW4WFM8L9WVN26R48BZ0W331F,14,1860,1657,1,1.0,3.0,1.0,0.0,22,150,23,256.3,8,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,119,7,16,0,0,0,0,0,0,1,0,0.0,5.0,120,223,0
RJ46VIYN42EGYBE15CQTRU,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0,17.1,5,533,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,4.1,-1,-1,0
6M9ZD0ONNKI,3,1350,850,0,0.0,0.0,0.0,1.0,15,95,0,21.3,5,667,0,0,1,0,0,0,0,0,0,0,0,0,0,300,22,1,1,32,0,1,0,0,0,0,0,0,0.0,4.1,1,1,0
J1D5J8SWCND7HM5,6,836,0,0,0.0,0.0,0.0,1.0,1,95,0,34.1,5,1067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,28,0,0,1,0,0,0,0,0,0.0,5.0,24,20,0
